entry,at,order
"-- starting hand #261 (id: swjdnf1lmp0m)  (No Limit Texas Hold'em) (dealer: ""brian @ S6b6tLmlfO"") --",2025-03-28T01:17:33.317Z,174312465331701
"The player ""cashin @ z9ny6iZJyv"" joined the game with a stack of 303.58.",2025-03-28T01:17:33.317Z,174312465331700
"-- ending hand #260 --",2025-03-28T01:17:30.280Z,174312465028003
"""brian @ S6b6tLmlfO"" shows a Q♠, 8♥.",2025-03-28T01:17:30.280Z,174312465028002
"""james @ yIasX5_n4b"" collected 9.90 from pot with Pair, 7's (combination: 7♠, 7♣, A♥, K♣, 10♠)",2025-03-28T01:17:30.280Z,174312465028001
"""james @ yIasX5_n4b"" shows a 4♦, A♥.",2025-03-28T01:17:30.280Z,174312465028000
"""james @ yIasX5_n4b"" checks",2025-03-28T01:17:29.452Z,174312464945200
"""brian @ S6b6tLmlfO"" checks",2025-03-28T01:17:28.329Z,174312464832900
"River: 7♠, 10♠, 7♣, K♣ [2♠]",2025-03-28T01:17:27.343Z,174312464734300
"""james @ yIasX5_n4b"" checks",2025-03-28T01:17:26.528Z,174312464652800
"""brian @ S6b6tLmlfO"" checks",2025-03-28T01:17:25.223Z,174312464522300
"Turn: 7♠, 10♠, 7♣ [K♣]",2025-03-28T01:17:24.066Z,174312464406600
"""james @ yIasX5_n4b"" checks",2025-03-28T01:17:23.215Z,174312464321500
"""brian @ S6b6tLmlfO"" checks",2025-03-28T01:17:21.254Z,174312464125400
"Flop:  [7♠, 10♠, 7♣]",2025-03-28T01:17:20.897Z,174312464089700
"""brian @ S6b6tLmlfO"" calls 4.30",2025-03-28T01:17:20.086Z,174312464008600
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-28T01:17:19.026Z,174312463902600
"""james @ yIasX5_n4b"" raises to 4.30",2025-03-28T01:17:17.918Z,174312463791800
"The player ""cashin @ z9ny6iZJyv"" sit back with the stack of 303.58.",2025-03-28T01:17:16.500Z,174312463650000
"""brian @ S6b6tLmlfO"" calls 1.00",2025-03-28T01:17:14.289Z,174312463428900
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-28T01:17:10.711Z,174312463071100
"""MineSweeperPro @ 1CyApOBBYk"" posts a missed big blind of 1.00",2025-03-28T01:17:05.079Z,174312462507913
"""james @ yIasX5_n4b"" posts a big blind of 1.00",2025-03-28T01:17:05.079Z,174312462507912
"""brian @ S6b6tLmlfO"" posts a small blind of 0.50",2025-03-28T01:17:05.079Z,174312462507911
"""brian @ S6b6tLmlfO"" posts an ante of 0.10",2025-03-28T01:17:05.079Z,174312462507910
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-28T01:17:05.079Z,174312462507909
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-28T01:17:05.079Z,174312462507908
"Your hand is 4♦, A♥",2025-03-28T01:17:05.079Z,174312462507905
"Player stacks: #1 ""james @ yIasX5_n4b"" (106.36) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (183.74) | #10 ""brian @ S6b6tLmlfO"" (104.28)",2025-03-28T01:17:05.079Z,174312462507904
"-- starting hand #260 (id: mkmslmo2gmor)  (No Limit Texas Hold'em) (dead button) --",2025-03-28T01:17:05.079Z,174312462507903
"The player ""brian @ S6b6tLmlfO"" joined the game with a stack of 104.28.",2025-03-28T01:17:05.079Z,174312462507902
"The player ""MineSweeperPro @ 1CyApOBBYk"" joined the game with a stack of 183.74.",2025-03-28T01:17:05.079Z,174312462507901
"The player ""Darooflip @ Aai3Tp6Kw6"" stand up with the stack of 232.04.",2025-03-28T01:17:05.079Z,174312462507900
"The player ""brian @ S6b6tLmlfO"" sit back with the stack of 104.28.",2025-03-28T01:17:03.298Z,174312462329800
"-- ending hand #259 --",2025-03-28T01:17:02.074Z,174312462207401
"""Darooflip @ Aai3Tp6Kw6"" collected 232.04 from pot with Pair, 7's (combination: 7♥, 7♦, 10♦, 9♠, 8♥)",2025-03-28T01:17:02.074Z,174312462207400
"The player ""MineSweeperPro @ 1CyApOBBYk"" sit back with the stack of 183.74.",2025-03-28T01:17:00.727Z,174312462072700
"River: 10♦, 9♠, 8♥, 5♠ [7♦]",2025-03-28T01:16:58.063Z,174312461806300
"Turn: 10♦, 9♠, 8♥ [5♠]",2025-03-28T01:16:54.053Z,174312461405300
"Flop:  [10♦, 9♠, 8♥]",2025-03-28T01:16:50.042Z,174312461004200
