entry,at,order
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-27T23:41:40.240Z,174311890024007
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-27T23:41:40.240Z,174311890024006
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-27T23:41:40.240Z,174311890024005
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-27T23:41:40.240Z,174311890024004
"Your hand is 8♠, 3♣",2025-03-27T23:41:40.240Z,174311890024002
"Player stacks: #1 ""james @ yIasX5_n4b"" (142.18) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (107.82)",2025-03-27T23:41:40.240Z,174311890024001
"-- starting hand #40 (id: 9rb5q11ujk2o)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-27T23:41:40.240Z,174311890024000
"-- ending hand #39 --",2025-03-27T23:41:37.318Z,174311889731802
"""james @ yIasX5_n4b"" collected 1.20 from pot",2025-03-27T23:41:37.318Z,174311889731801
"Uncalled bet of 0.50 returned to ""james @ yIasX5_n4b""",2025-03-27T23:41:37.318Z,174311889731800
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-27T23:41:36.501Z,174311889650100
"""james @ yIasX5_n4b"" posts a big blind of 1.00",2025-03-27T23:41:35.471Z,174311889547107
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-27T23:41:35.471Z,174311889547106
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-27T23:41:35.471Z,174311889547105
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-27T23:41:35.471Z,174311889547104
"Your hand is K♠, 8♣",2025-03-27T23:41:35.471Z,174311889547102
"Player stacks: #1 ""james @ yIasX5_n4b"" (141.58) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (108.42)",2025-03-27T23:41:35.471Z,174311889547101
"-- starting hand #39 (id: evphczbm1uhr)  (No Limit Texas Hold'em) (dealer: ""MineSweeperPro @ 1CyApOBBYk"") --",2025-03-27T23:41:35.471Z,174311889547100
"""james @ yIasX5_n4b"" shows a 10♥, 4♥.",2025-03-27T23:41:33.968Z,174311889396800
"""MineSweeperPro @ 1CyApOBBYk"" shows a Q♥, 8♠.",2025-03-27T23:41:31.839Z,174311889183900
"-- ending hand #38 --",2025-03-27T23:41:31.167Z,174311889116702
"""MineSweeperPro @ 1CyApOBBYk"" collected 5.50 from pot",2025-03-27T23:41:31.167Z,174311889116701
"Uncalled bet of 2.75 returned to ""MineSweeperPro @ 1CyApOBBYk""",2025-03-27T23:41:31.167Z,174311889116700
"""james @ yIasX5_n4b"" folds",2025-03-27T23:41:30.318Z,174311889031800
"""MineSweeperPro @ 1CyApOBBYk"" bets 2.75",2025-03-27T23:41:28.428Z,174311888842800
"Turn: 5♥, 8♣, Q♣ [9♠]",2025-03-27T23:41:26.054Z,174311888605400
"""james @ yIasX5_n4b"" checks",2025-03-27T23:41:25.214Z,174311888521400
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-27T23:41:23.481Z,174311888348100
"Flop:  [5♥, 8♣, Q♣]",2025-03-27T23:41:23.087Z,174311888308700
"""MineSweeperPro @ 1CyApOBBYk"" calls 2.65",2025-03-27T23:41:22.279Z,174311888227900
"""james @ yIasX5_n4b"" raises to 2.65",2025-03-27T23:41:21.108Z,174311888110800
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-27T23:41:15.049Z,174311887504907
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-27T23:41:15.049Z,174311887504906
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-27T23:41:15.049Z,174311887504905
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-27T23:41:15.049Z,174311887504904
"Your hand is 10♥, 4♥",2025-03-27T23:41:15.049Z,174311887504902
"Player stacks: #1 ""james @ yIasX5_n4b"" (144.33) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (105.67)",2025-03-27T23:41:15.049Z,174311887504901
"-- starting hand #38 (id: dnisxz1hnmnb)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-27T23:41:15.049Z,174311887504900
"-- ending hand #37 --",2025-03-27T23:41:12.111Z,174311887211102
"""MineSweeperPro @ 1CyApOBBYk"" collected 2.20 from pot",2025-03-27T23:41:12.111Z,174311887211101
"Uncalled bet of 1.65 returned to ""MineSweeperPro @ 1CyApOBBYk""",2025-03-27T23:41:12.111Z,174311887211100
"""james @ yIasX5_n4b"" folds",2025-03-27T23:41:11.280Z,174311887128000
"""MineSweeperPro @ 1CyApOBBYk"" raises to 2.65",2025-03-27T23:41:09.822Z,174311886982200
"""james @ yIasX5_n4b"" posts a big blind of 1.00",2025-03-27T23:41:06.778Z,174311886677807
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-27T23:41:06.778Z,174311886677806
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-27T23:41:06.778Z,174311886677805
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-27T23:41:06.778Z,174311886677804
"Your hand is 9♠, 4♥",2025-03-27T23:41:06.778Z,174311886677802
"Player stacks: #1 ""james @ yIasX5_n4b"" (145.43) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (104.57)",2025-03-27T23:41:06.778Z,174311886677801
"-- starting hand #37 (id: 8vobh2u4yh3g)  (No Limit Texas Hold'em) (dealer: ""MineSweeperPro @ 1CyApOBBYk"") --",2025-03-27T23:41:06.778Z,174311886677800
"-- ending hand #36 --",2025-03-27T23:41:03.842Z,174311886384202
"""MineSweeperPro @ 1CyApOBBYk"" collected 1.20 from pot",2025-03-27T23:41:03.842Z,174311886384201
"Uncalled bet of 0.50 returned to ""MineSweeperPro @ 1CyApOBBYk""",2025-03-27T23:41:03.842Z,174311886384200
"""james @ yIasX5_n4b"" folds",2025-03-27T23:41:03.013Z,174311886301300
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-27T23:41:01.439Z,174311886143907
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-27T23:41:01.439Z,174311886143906
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-27T23:41:01.439Z,174311886143905
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-27T23:41:01.439Z,174311886143904
"Your hand is 2♠, 4♥",2025-03-27T23:41:01.439Z,174311886143902
"Player stacks: #1 ""james @ yIasX5_n4b"" (146.03) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (103.97)",2025-03-27T23:41:01.439Z,174311886143901
"-- starting hand #36 (id: secdzpw78sbi)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-27T23:41:01.439Z,174311886143900
"""james @ yIasX5_n4b"" shows a A♠, 10♦.",2025-03-27T23:40:58.988Z,174311885898800
"-- ending hand #35 --",2025-03-27T23:40:57.772Z,174311885777202
"""james @ yIasX5_n4b"" collected 24.50 from pot",2025-03-27T23:40:57.772Z,174311885777201
"Uncalled bet of 18.00 returned to ""james @ yIasX5_n4b""",2025-03-27T23:40:57.772Z,174311885777200
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-27T23:40:56.945Z,174311885694500
"""james @ yIasX5_n4b"" bets 18.00",2025-03-27T23:40:41.849Z,174311884184900
"River: 6♠, 8♣, J♥, K♣ [6♣]",2025-03-27T23:40:36.862Z,174311883686200
"""MineSweeperPro @ 1CyApOBBYk"" calls 4.00",2025-03-27T23:40:36.030Z,174311883603000
"""james @ yIasX5_n4b"" bets 4.00",2025-03-27T23:40:31.419Z,174311883141900
"Turn: 6♠, 8♣, J♥ [K♣]",2025-03-27T23:40:28.368Z,174311882836800
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-27T23:40:27.538Z,174311882753800
"""james @ yIasX5_n4b"" checks",2025-03-27T23:40:25.376Z,174311882537600
"Flop:  [6♠, 8♣, J♥]",2025-03-27T23:40:22.236Z,174311882223600
"""MineSweeperPro @ 1CyApOBBYk"" calls 8.15",2025-03-27T23:40:21.385Z,174311882138500
"""james @ yIasX5_n4b"" raises to 8.15",2025-03-27T23:40:18.405Z,174311881840500
"""MineSweeperPro @ 1CyApOBBYk"" raises to 2.65",2025-03-27T23:40:14.892Z,174311881489200
"""james @ yIasX5_n4b"" posts a big blind of 1.00",2025-03-27T23:40:12.948Z,174311881294807
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-27T23:40:12.948Z,174311881294806
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-27T23:40:12.948Z,174311881294805
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-27T23:40:12.948Z,174311881294804
"Your hand is A♠, 10♦",2025-03-27T23:40:12.948Z,174311881294802
"Player stacks: #1 ""james @ yIasX5_n4b"" (133.78) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (116.22)",2025-03-27T23:40:12.948Z,174311881294801
"-- starting hand #35 (id: eriacczzgjtl)  (No Limit Texas Hold'em) (dealer: ""MineSweeperPro @ 1CyApOBBYk"") --",2025-03-27T23:40:12.948Z,174311881294800
"""MineSweeperPro @ 1CyApOBBYk"" shows a 4♥.",2025-03-27T23:40:10.049Z,174311881004900
"""james @ yIasX5_n4b"" shows a 10♥, Q♠.",2025-03-27T23:40:09.847Z,174311880984700
"-- ending hand #34 --",2025-03-27T23:40:08.617Z,174311880861702
"""james @ yIasX5_n4b"" collected 34.04 from pot",2025-03-27T23:40:08.617Z,174311880861701
"Uncalled bet of 99.74 returned to ""james @ yIasX5_n4b""",2025-03-27T23:40:08.617Z,174311880861700
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-27T23:40:07.813Z,174311880781300
"""james @ yIasX5_n4b"" bets 99.74 and go all in",2025-03-27T23:40:06.509Z,174311880650900
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-27T23:40:02.530Z,174311880253000
"River: 7♦, J♣, K♠, 7♠ [6♥]",2025-03-27T23:40:00.220Z,174311880022000
"""james @ yIasX5_n4b"" checks",2025-03-27T23:39:59.402Z,174311879940200
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-27T23:39:56.328Z,174311879632800
"Turn: 7♦, J♣, K♠ [7♠]",2025-03-27T23:39:53.956Z,174311879395600
"""james @ yIasX5_n4b"" calls 7.77",2025-03-27T23:39:53.134Z,174311879313400
"""MineSweeperPro @ 1CyApOBBYk"" bets 7.77",2025-03-27T23:39:49.736Z,174311878973600
"Flop:  [7♦, J♣, K♠]",2025-03-27T23:39:43.343Z,174311878334300
"""james @ yIasX5_n4b"" calls 9.15",2025-03-27T23:39:42.534Z,174311878253400
"""MineSweeperPro @ 1CyApOBBYk"" raises to 9.15",2025-03-27T23:39:39.507Z,174311877950700
"""james @ yIasX5_n4b"" raises to 2.65",2025-03-27T23:39:35.418Z,174311877541800
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-27T23:39:33.078Z,174311877307807
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-27T23:39:33.078Z,174311877307806
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-27T23:39:33.078Z,174311877307805
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-27T23:39:33.078Z,174311877307804
"Your hand is 10♥, Q♠",2025-03-27T23:39:33.078Z,174311877307802
"Player stacks: #1 ""james @ yIasX5_n4b"" (116.76) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (133.24)",2025-03-27T23:39:33.078Z,174311877307801
"-- starting hand #34 (id: yto79mmhhfpq)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-27T23:39:33.078Z,174311877307800
"-- ending hand #33 --",2025-03-27T23:39:30.126Z,174311877012602
"""james @ yIasX5_n4b"" collected 1.20 from pot",2025-03-27T23:39:30.126Z,174311877012601
"Uncalled bet of 0.50 returned to ""james @ yIasX5_n4b""",2025-03-27T23:39:30.126Z,174311877012600
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-27T23:39:29.299Z,174311876929900
"""james @ yIasX5_n4b"" posts a big blind of 1.00",2025-03-27T23:39:27.723Z,174311876772307
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-27T23:39:27.723Z,174311876772306
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-27T23:39:27.723Z,174311876772305
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-27T23:39:27.723Z,174311876772304
"Your hand is 5♣, 4♦",2025-03-27T23:39:27.723Z,174311876772302
"Player stacks: #1 ""james @ yIasX5_n4b"" (116.16) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (133.84)",2025-03-27T23:39:27.723Z,174311876772301
"-- starting hand #33 (id: vhkvud1vohwk)  (No Limit Texas Hold'em) (dealer: ""MineSweeperPro @ 1CyApOBBYk"") --",2025-03-27T23:39:27.723Z,174311876772300
"-- ending hand #32 --",2025-03-27T23:39:24.803Z,174311876480302
"""MineSweeperPro @ 1CyApOBBYk"" collected 1.20 from pot",2025-03-27T23:39:24.803Z,174311876480301
"Uncalled bet of 0.50 returned to ""MineSweeperPro @ 1CyApOBBYk""",2025-03-27T23:39:24.803Z,174311876480300
"""james @ yIasX5_n4b"" folds",2025-03-27T23:39:23.960Z,174311876396000
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-27T23:39:16.993Z,174311875699307
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-27T23:39:16.993Z,174311875699306
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-27T23:39:16.993Z,174311875699305
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-27T23:39:16.993Z,174311875699304
"Your hand is 3♥, 8♠",2025-03-27T23:39:16.993Z,174311875699302
"Player stacks: #1 ""james @ yIasX5_n4b"" (116.76) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (133.24)",2025-03-27T23:39:16.993Z,174311875699301
"-- starting hand #32 (id: nfw9nrybnkdx)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-27T23:39:16.993Z,174311875699300
"-- ending hand #31 --",2025-03-27T23:39:14.042Z,174311875404202
"""MineSweeperPro @ 1CyApOBBYk"" collected 5.50 from pot",2025-03-27T23:39:14.042Z,174311875404201
"Uncalled bet of 2.75 returned to ""MineSweeperPro @ 1CyApOBBYk""",2025-03-27T23:39:14.042Z,174311875404200
"""james @ yIasX5_n4b"" folds",2025-03-27T23:39:13.206Z,174311875320600
"""MineSweeperPro @ 1CyApOBBYk"" bets 2.75",2025-03-27T23:39:11.873Z,174311875187300
"""james @ yIasX5_n4b"" checks",2025-03-27T23:39:09.245Z,174311874924500
"Turn: Q♥, 4♦, J♠ [9♣]",2025-03-27T23:39:08.014Z,174311874801400
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-27T23:39:07.191Z,174311874719100
"""james @ yIasX5_n4b"" checks",2025-03-27T23:39:03.284Z,174311874328400
"Flop:  [Q♥, 4♦, J♠]",2025-03-27T23:39:02.051Z,174311874205100
"""james @ yIasX5_n4b"" calls 2.65",2025-03-27T23:39:01.212Z,174311874121200
"""MineSweeperPro @ 1CyApOBBYk"" raises to 2.65",2025-03-27T23:38:58.048Z,174311873804800
"""james @ yIasX5_n4b"" posts a big blind of 1.00",2025-03-27T23:38:56.487Z,174311873648707
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-27T23:38:56.487Z,174311873648706
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-27T23:38:56.487Z,174311873648705
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-27T23:38:56.487Z,174311873648704
"Your hand is A♥, 2♠",2025-03-27T23:38:56.487Z,174311873648702
"Player stacks: #1 ""james @ yIasX5_n4b"" (119.51) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (130.49)",2025-03-27T23:38:56.487Z,174311873648701
"-- starting hand #31 (id: 3gi37ib1ndxw)  (No Limit Texas Hold'em) (dealer: ""MineSweeperPro @ 1CyApOBBYk"") --",2025-03-27T23:38:56.487Z,174311873648700
"-- ending hand #30 --",2025-03-27T23:38:53.552Z,174311873355202
"""MineSweeperPro @ 1CyApOBBYk"" collected 1.20 from pot",2025-03-27T23:38:53.552Z,174311873355201
"Uncalled bet of 0.50 returned to ""MineSweeperPro @ 1CyApOBBYk""",2025-03-27T23:38:53.552Z,174311873355200
"""james @ yIasX5_n4b"" folds",2025-03-27T23:38:52.739Z,174311873273900
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-27T23:38:50.254Z,174311873025407
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-27T23:38:50.254Z,174311873025406
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-27T23:38:50.254Z,174311873025405
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-27T23:38:50.254Z,174311873025404
"Your hand is 3♣, 7♠",2025-03-27T23:38:50.254Z,174311873025402
"Player stacks: #1 ""james @ yIasX5_n4b"" (120.11) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (129.89)",2025-03-27T23:38:50.254Z,174311873025401
"-- starting hand #30 (id: fxxkjajn44rx)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-27T23:38:50.254Z,174311873025400
"-- ending hand #29 --",2025-03-27T23:38:47.350Z,174311872735002
"""james @ yIasX5_n4b"" collected 1.20 from pot",2025-03-27T23:38:47.350Z,174311872735001
"Uncalled bet of 0.50 returned to ""james @ yIasX5_n4b""",2025-03-27T23:38:47.350Z,174311872735000
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-27T23:38:46.532Z,174311872653200
"""james @ yIasX5_n4b"" posts a big blind of 1.00",2025-03-27T23:38:45.071Z,174311872507107
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-27T23:38:45.071Z,174311872507106
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-27T23:38:45.071Z,174311872507105
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-27T23:38:45.071Z,174311872507104
"Your hand is K♣, 9♥",2025-03-27T23:38:45.071Z,174311872507102
"Player stacks: #1 ""james @ yIasX5_n4b"" (119.51) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (130.49)",2025-03-27T23:38:45.071Z,174311872507101
"-- starting hand #29 (id: zxtueqomycoj)  (No Limit Texas Hold'em) (dealer: ""MineSweeperPro @ 1CyApOBBYk"") --",2025-03-27T23:38:45.071Z,174311872507100
"-- ending hand #28 --",2025-03-27T23:38:42.146Z,174311872214602
"""MineSweeperPro @ 1CyApOBBYk"" collected 1.20 from pot",2025-03-27T23:38:42.146Z,174311872214601
"Uncalled bet of 0.50 returned to ""MineSweeperPro @ 1CyApOBBYk""",2025-03-27T23:38:42.146Z,174311872214600
"""james @ yIasX5_n4b"" folds",2025-03-27T23:38:41.274Z,174311872127400
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-27T23:38:39.637Z,174311871963707
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-27T23:38:39.637Z,174311871963706
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-27T23:38:39.637Z,174311871963705
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-27T23:38:39.637Z,174311871963704
"Your hand is 10♦, 3♥",2025-03-27T23:38:39.637Z,174311871963702
"Player stacks: #1 ""james @ yIasX5_n4b"" (120.11) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (129.89)",2025-03-27T23:38:39.637Z,174311871963701
"-- starting hand #28 (id: bd4cbw3ag9qt)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-27T23:38:39.637Z,174311871963700
"""MineSweeperPro @ 1CyApOBBYk"" shows a 5♠.",2025-03-27T23:38:37.873Z,174311871787300
"""james @ yIasX5_n4b"" shows a 7♠, 7♦.",2025-03-27T23:38:36.380Z,174311871638000
"-- ending hand #27 --",2025-03-27T23:38:35.332Z,174311871533202
"""james @ yIasX5_n4b"" collected 5.50 from pot",2025-03-27T23:38:35.332Z,174311871533201
"Uncalled bet of 5.12 returned to ""james @ yIasX5_n4b""",2025-03-27T23:38:35.332Z,174311871533200
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-27T23:38:34.503Z,174311871450300
"""james @ yIasX5_n4b"" raises to 7.77",2025-03-27T23:38:33.473Z,174311871347300
"""MineSweeperPro @ 1CyApOBBYk"" raises to 2.65",2025-03-27T23:38:29.281Z,174311870928100
"""james @ yIasX5_n4b"" posts a big blind of 1.00",2025-03-27T23:38:27.113Z,174311870711307
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-27T23:38:27.113Z,174311870711306
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-27T23:38:27.113Z,174311870711305
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-27T23:38:27.113Z,174311870711304
"Your hand is 7♠, 7♦",2025-03-27T23:38:27.113Z,174311870711302
"Player stacks: #1 ""james @ yIasX5_n4b"" (117.36) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (132.64)",2025-03-27T23:38:27.113Z,174311870711301
"-- starting hand #27 (id: itvfx6o3afr6)  (No Limit Texas Hold'em) (dealer: ""MineSweeperPro @ 1CyApOBBYk"") --",2025-03-27T23:38:27.113Z,174311870711300
"-- ending hand #26 --",2025-03-27T23:38:24.208Z,174311870420802
"""james @ yIasX5_n4b"" collected 2.20 from pot",2025-03-27T23:38:24.208Z,174311870420801
"Uncalled bet of 1.65 returned to ""james @ yIasX5_n4b""",2025-03-27T23:38:24.208Z,174311870420800
"""MineSweeperPro @ 1CyApOBBYk"" folds",2025-03-27T23:38:23.368Z,174311870336800
"""james @ yIasX5_n4b"" raises to 2.65",2025-03-27T23:38:22.298Z,174311870229800
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-27T23:38:19.499Z,174311869949907
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-27T23:38:19.499Z,174311869949906
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-27T23:38:19.499Z,174311869949905
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-27T23:38:19.499Z,174311869949904
"Your hand is 9♥, 8♦",2025-03-27T23:38:19.499Z,174311869949902
"Player stacks: #1 ""james @ yIasX5_n4b"" (116.26) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (133.74)",2025-03-27T23:38:19.499Z,174311869949901
"-- starting hand #26 (id: wcrmmlt1rihb)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-27T23:38:19.499Z,174311869949900
"-- ending hand #25 --",2025-03-27T23:38:16.438Z,174311869643804
"""MineSweeperPro @ 1CyApOBBYk"" collected 4.50 from pot with Pair, 2's (combination: 2♦, 2♣, A♥, K♣, 10♠)",2025-03-27T23:38:16.438Z,174311869643803
"""MineSweeperPro @ 1CyApOBBYk"" shows a A♥, 7♣.",2025-03-27T23:38:16.438Z,174311869643802
"""james @ yIasX5_n4b"" collected 4.50 from pot with Pair, 2's (combination: 2♦, 2♣, A♦, K♣, 10♠)",2025-03-27T23:38:16.438Z,174311869643801
"""james @ yIasX5_n4b"" shows a 7♥, A♦.",2025-03-27T23:38:16.438Z,174311869643800
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-27T23:38:15.628Z,174311869562800
"""james @ yIasX5_n4b"" checks",2025-03-27T23:38:14.644Z,174311869464400
"River: 2♦, 3♣, K♣, 10♠ [2♣]",2025-03-27T23:38:11.693Z,174311869169300
"""MineSweeperPro @ 1CyApOBBYk"" checks",2025-03-27T23:38:10.873Z,174311869087300
"""james @ yIasX5_n4b"" checks",2025-03-27T23:38:08.414Z,174311868841400
"Turn: 2♦, 3♣, K♣ [10♠]",2025-03-27T23:38:06.364Z,174311868636400
"""james @ yIasX5_n4b"" calls 1.75",2025-03-27T23:38:05.546Z,174311868554600
"""MineSweeperPro @ 1CyApOBBYk"" bets 1.75",2025-03-27T23:38:02.645Z,174311868264500
"""james @ yIasX5_n4b"" checks",2025-03-27T23:37:59.810Z,174311867981000
"Flop:  [2♦, 3♣, K♣]",2025-03-27T23:37:58.407Z,174311867840700
"""james @ yIasX5_n4b"" calls 2.65",2025-03-27T23:37:57.551Z,174311867755100
"""MineSweeperPro @ 1CyApOBBYk"" raises to 2.65",2025-03-27T23:37:51.181Z,174311867118100
"""james @ yIasX5_n4b"" posts a big blind of 1.00",2025-03-27T23:37:48.929Z,174311866892907
"""MineSweeperPro @ 1CyApOBBYk"" posts a small blind of 0.50",2025-03-27T23:37:48.929Z,174311866892906
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-27T23:37:48.929Z,174311866892905
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-27T23:37:48.929Z,174311866892904
"Your hand is 7♥, A♦",2025-03-27T23:37:48.929Z,174311866892902
"Player stacks: #1 ""james @ yIasX5_n4b"" (116.26) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (133.74)",2025-03-27T23:37:48.929Z,174311866892901
"-- starting hand #25 (id: 16noxe16tfrv)  (No Limit Texas Hold'em) (dealer: ""MineSweeperPro @ 1CyApOBBYk"") --",2025-03-27T23:37:48.929Z,174311866892900
"-- ending hand #24 --",2025-03-27T23:37:46.020Z,174311866602002
"""MineSweeperPro @ 1CyApOBBYk"" collected 1.20 from pot",2025-03-27T23:37:46.020Z,174311866602001
"Uncalled bet of 0.50 returned to ""MineSweeperPro @ 1CyApOBBYk""",2025-03-27T23:37:46.020Z,174311866602000
"""james @ yIasX5_n4b"" folds",2025-03-27T23:37:45.208Z,174311866520800
"""MineSweeperPro @ 1CyApOBBYk"" posts a big blind of 1.00",2025-03-27T23:37:42.075Z,174311866207507
"""james @ yIasX5_n4b"" posts a small blind of 0.50",2025-03-27T23:37:42.075Z,174311866207506
"""MineSweeperPro @ 1CyApOBBYk"" posts an ante of 0.10",2025-03-27T23:37:42.075Z,174311866207505
"""james @ yIasX5_n4b"" posts an ante of 0.10",2025-03-27T23:37:42.075Z,174311866207504
"Your hand is 6♠, K♣",2025-03-27T23:37:42.075Z,174311866207502
"Player stacks: #1 ""james @ yIasX5_n4b"" (116.86) | #2 ""MineSweeperPro @ 1CyApOBBYk"" (133.14)",2025-03-27T23:37:42.075Z,174311866207501
"-- starting hand #24 (id: zgl7pbdiy9cy)  (No Limit Texas Hold'em) (dealer: ""james @ yIasX5_n4b"") --",2025-03-27T23:37:42.075Z,174311866207500
"-- ending hand #23 --",2025-03-27T23:37:39.067Z,174311865906703
"""james @ yIasX5_n4b"" shows a K♠, 2♠.",2025-03-27T23:37:39.067Z,174311865906702
"""MineSweeperPro @ 1CyApOBBYk"" collected 25.48 from pot with Straight, 8 High (combination: 8♣, 7♠, 6♠, 5♦, 4♥)",2025-03-27T23:37:39.067Z,174311865906701
"""MineSweeperPro @ 1CyApOBBYk"" shows a 4♥, 6♠.",2025-03-27T23:37:39.067Z,174311865906700
"""MineSweeperPro @ 1CyApOBBYk"" calls 9.99",2025-03-27T23:37:38.245Z,174311865824500
"""james @ yIasX5_n4b"" bets 9.99",2025-03-27T23:37:37.126Z,174311865712600
